symbol,calendarYear,revenuePerShare,netIncomePerShare,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,bookValuePerShare,debtToEquity,currentRatio,interestCoverage,workingCapital,roic,roe,dividendYield,payoutRatio,peRatio,priceToSalesRatio,pbRatio,evToSales,marketCap,debtToAssets,incomeQuality,enterpriseValueOverEBITDA,earningsYield,freeCashFlowYield,capexToRevenue,researchAndDdevelopementToRevenue
NEE,2019,9.96058091286307,1.954875518672199,4.229771784232365,-1.515560165975103,0.311203319502074,19.193464730290458,1.150736386974733,0.5347578141918711,2.380168963983993,-6445000000,0.05940383119048501,0.10185110120254001,0.020630370921732002,0.6388962589546291,30.968723799416292,6.07795875859196,3.154198621807863,8.264117892105812,116721120000.0,0.361820360095504,2.40702479338843,16.02424474959612,0.032290642858807,-0.025034029831105004,0.576806915225994,0.0
NEE,2020,9.186830015313936,1.490045941807044,4.075038284839204,0.11434405308831001,0.5640632976008161,18.638591117917304,1.317092542382165,0.47448258130865106,1.899487179487179,-8176000000,0.042982118805785,0.079944129488127,0.018149114527661003,0.939705378554299,51.77692702980473,8.397891315219203,4.13926135896804,11.008659776629438,151136850000.0,0.376640769399454,3.369776276910088,24.706677890011225,0.019313622058419,0.001482100493691,0.43112741012390904,0.0
NEE,2021,8.697579617834394,1.4405095541401272,3.848662420382165,-0.14114649681528602,0.32560509554140105,18.95643312101911,1.473764851352077,0.532660434707805,3.062204724409449,-8149000000,0.037626629675017,0.07599053814311,0.016504838471992002,1.069685178634595,64.8103997170145,10.734020739352042,4.924977151766035,13.90866483098014,183219000000.0,0.38908680594981204,2.6717368234877963,29.305888161955313,0.015429622473651,-0.001511851936753,0.45872634600738105,0.0
NEE,2022,10.623542532697963,1.645543952144378,4.188380817195579,-0.7502788198316941,0.81161918280442,19.88695123187671,1.65607076397563,0.505338078291815,6.976068376068376,-13205000000,0.033177429183938005,0.082744908103698,0.020326317438864,1.032655576093653,50.80386937769562,7.869314754724184,4.203761502969741,10.893031112807789,164909360000.0,0.40875829741718306,2.545286506469501,25.49412106321197,0.019683540097420002,-0.008974627031479,0.464878793662912,0.0
NEE,2023,13.87591925373871,3.607916687231627,5.577710873105967,0.865209022259513,1.327673856176891,23.428261191451558,1.542323249346928,0.5493330472409971,3.079723225030084,-12602000000,0.073119054787769,0.153998483188674,0.030731648724351003,0.5173734610123111,16.835200273597813,4.377367646012662,2.59259530631162,6.885762040264638,123065314000.0,0.41248190028677806,1.798949379178605,12.165293407905486,0.05939935276970001,0.014244468591694,0.339617272533257,0.0
FSLR,2019,29.086667932769917,-1.088681036938562,1.654173392840186,-4.695812363498243,20.55120121545912,48.39774950147184,0.09254827619155401,2.730854311307472,2.297014704795685,2281626000,0.010655524839024001,-0.022494455799136,0.0,0.0,-51.40164850979947,1.9239054858172242,1.156252110406459,1.636275597699989,5893147600.0,0.062761644341589,-1.515674349403565,18.726615006389036,-0.019454628966021,-0.083913730584314,0.21831258812510201,0.031540094616039
FSLR,2020,25.610738001454656,3.7627872708209362,0.350628618927522,-3.584828133412678,16.502479526197966,52.14965947840214,0.050576823316659004,3.5574015987764893,3.960351139956731,2167137000,0.022417749224097002,0.07215363069397,0.0,0.0,26.289022705877922,3.8624423862514803,1.896848435625315,3.512883202794788,10472363640.0,0.039278901426951,0.0931832159757,29.02812615050775,0.038038690566325,-0.036239669767617,0.153664324398487,0.034572674980415004
FSLR,2021,27.510770446910026,4.410688574574405,2.235575882480261,-2.8488937824077993,17.184184523305383,56.08302984105474,0.040254878261801005,4.390341983111334,14.19546807049668,2464365000,0.0245849410515,0.078645689918586,0.0,0.0,19.76108685216122,3.16821370627189,1.554124309029321,2.754051249633557,9261883080.0,0.032358945127065004,0.506854166800016,18.05348031213562,0.050604504068086004,-0.032685793740337005,0.18481742176941202,0.033904282615618
FSLR,2022,24.582772569004515,-0.414505729650589,8.196722696173664,-0.283770213325074,24.194808120055185,54.7724094565044,0.033163155590548,3.652452487746231,-17.691124744376282,2753373000,0.18424964245812903,-0.007567783374214001,0.0,0.0,-361.37015554951773,6.093291534937134,2.734771055104861,5.60166489457756,15960274290.0,0.023456144951999002,-19.77469093873115,274.5097715622077,-0.002767245674948,-0.0018944536572870002,0.34497707228481905,0.043066155745061
FSLR,2023,31.074507233484713,7.7791750550119385,5.639402593754389,-7.345989980804345,19.687148274731964,62.61968256940868,0.09336701224334601,3.5484290568216093,66.1215580408793,3328651000,0.109283169362673,0.124228912313462,0.0,0.0,22.14630713175738,5.544094350572922,2.751211646738101,5.145551530433599,18398642600.0,0.060239367911571,0.724935813100266,13.525692184248735,0.045154255020965005,-0.042639830397053005,0.4178792756709,0.045894928045002004
ENPH,2019,5.349301277492652,1.380720228252208,1.1915296496534231,1.064825683514261,2.154078808701687,2.332319450275462,0.38772353900636203,2.506921344030184,10.600454029511917,300346000,0.48631256571728804,0.591994474894567,0.0,0.0,18.924905614714422,4.884750109316663,11.203439561812118,4.651115174113814,3049710690.0,0.14798036518732502,0.8629768908084491,23.80981215152509,0.05284042205328,0.040751078588375005,0.023686077782209002,0.06467862502863
ENPH,2020,6.167719275889807,1.067170538622661,1.7229394477584599,1.55921026433367,5.410748560460653,3.85464435612969,0.683615258898372,1.747170171690294,8.877624875005951,399021000,0.256745432291937,0.276853177628602,0.0,0.0,164.42545371095935,28.44973841237047,45.52170934290372,27.999709035736192,22032188670.0,0.27569739905441304,1.6144930780999291,107.35342735068124,0.006081783430915,0.008885907929182,0.026546147141427,0.072209703973916
ENPH,2021,10.311874650251818,1.08523782876329,2.626584592426786,2.234806939003917,7.585532549897407,3.209610147360567,2.412187796395827,3.325316737760234,4.780120481927711,1022665000,0.176859616479653,0.33812138513325,0.0,0.0,168.57134459501268,17.74071215998854,56.99757652824013,18.405182088334058,24518533500.0,0.49904677442315903,2.420284773356984,102.17002924094054,0.005932206345049,0.012216065043204001,0.037992864218273005,0.076354745743457
ENPH,2022,17.22105815336648,2.9358325514041472,5.5029368521378075,5.15980169783301,11.916179654079453,6.099586993623891,1.5629835278043251,3.547796289361489,47.495337995338,1626052000,0.186222194533523,0.48131661282527405,0.0,0.0,90.25037884850589,15.385814137571096,43.43900665356061,15.736378072748474,35862071040.0,0.418365712581218,1.874404195670446,70.1220932331057,0.011080285897509002,0.019473889258125,0.019925323475997,0.07243957469647301
ENPH,2023,16.79757435325864,3.21857218278876,5.109256760720362,4.299722825130521,12.429122426233356,7.212588725288907,1.320583881645832,4.58920572674566,50.42889467134291,1911069000,0.167040727582555,0.446243686611957,0.0,0.0,41.05547195946561,7.866612001295625,18.320745162785776,8.307600378210797,18020724640.0,0.38396494011845,1.5874296024933021,31.077509740842956,0.024357289108436,0.032539146550102004,0.048193502142932006,0.09923930039733
BEPC,2019,8.913644050015357,0.455905538825955,3.746714609987856,2.624910678088837,0.953257035726998,20.30299332904924,1.674333151878062,0.957162921348314,1.3908701854493581,-61000000,0.037700891305977,0.022455089820359,0.08061757568278101,5.050252224242424,62.64455587345454,3.2040767883199,1.406689128894937,6.923543620309981,10336351719.119999,0.34407248930279305,6.39622641509434,11.40722764,0.015963079090544,0.091908637187984,0.125852448853068,0.0
BEPC,2020,8.532796268208779,-7.792015769381454,2.741993488196666,1.710981823784008,0.9812577503123151,3.253353160894633,11.672047578589634,0.501213592233009,-2.634803921568627,-1644000000,-0.140511538645222,-2.395072217502124,0.014952158442518002,-0.11181474707343,-7.478167617289819,6.828945420518302,17.910751497994905,10.86749417335277,21080954513.14,0.34803536594634304,-0.351897836112096,-30.91977374482949,-0.133722597724068,0.029362996804256,0.12082928409459001,0.0
BEPC,2021,9.30615633861172,2.614678911887938,1.091752822617056,-2.650610017442423,1.133211790564539,10.135335697561384,4.087537496591219,0.7716894977168951,2.16,-700000000,0.09528833163830601,0.257976547586583,0.0,0.0,14.08585958013742,3.957595236949807,3.633821424273247,7.848893128247697,13325223162.81,0.35699995236507404,0.42473118279569805,8.639170697224582,0.070993182511212,-0.071968775928385,0.402138402138402,0.0
BEPC,2022,10.441706199888534,4.154019168457508,3.548742922354917,1.207788673729827,1.774371461177458,16.231905905755784,2.577898859186106,1.061879549966909,2.9738372093023253,187000000,0.13729523419300202,0.255916907883534,0.010190659555756001,0.067561258815701,6.629723860958084,2.637499990211752,1.696658430618082,6.474980138438327,9964474963.02,0.349750508223988,0.6940540540540541,5.758586384891714,0.150835844896786,0.043855797884162,0.22419269454737903,0.0
BEPC,2023,10.603760394949578,-0.48381160360117803,4.284806632998279,1.5369705639263942,2.11700988979079,15.468606353812254,2.782616208743736,0.39568086382723405,0.8513513513513511,-5037000000,0.039744880044062,-0.031277000172801,0.0,0.0,-59.506633957734806,2.715074551638518,1.8611890005788831,6.693143621464582,10770700746.35,0.325833147852127,-8.856353591160222,11.003605779672606,-0.016804849030954,0.05338557012596001,0.259137887572472,0.0
RUN,2019,7.376289766918392,-3.359382114659312,-1.756806446901552,-8.97806644501147,2.316013299311838,8.288280625789325,2.712573764085532,1.384339381317275,-1.238134591324908,203736000,-0.058995175150422005,-0.405317129852777,0.0,0.0,-4.110875014705055,1.8722149530968641,1.6662080621437472,4.606185541674723,1607442570.0,0.45069760801165404,0.522955230140503,-104.53780153842087,-0.24325721322659702,-0.650113428313647,0.9789826899827381,0.027444215901176003
RUN,2020,6.605668810796097,-4.490838502643153,-2.27763849691274,-9.223435955474693,3.7245175708780422,43.53617323037692,0.8490589941182091,1.262241556055543,-2.016938348055733,236373000,-0.037739336367998005,-0.10315188886444701,0.0,0.0,-15.449230685798502,10.503099986879073,1.5936173267426912,15.53518119348378,9685864280.0,0.35879339854159104,0.50717443870943,-66.9526973801045,-0.06472814215398001,-0.13294084686472601,1.051490417928607,0.021197344151048
RUN,2021,7.848380554959733,-4.779995320086578,-3.983708051401049,-12.203707856404657,3.010910048164109,30.49127391143264,1.094610867668915,1.529185274473382,-2.032917302410741,535599000,-0.051334536721914,-0.156766008989028,0.0,0.0,-7.175739243062425,4.370328344785006,1.1249120026808481,8.239300998662074,7036027599.999999,0.41536111927427904,0.833412542196567,-51.92491906851481,-0.139358464142465,-0.35579323196515,1.047349800056399,0.014388609860902
RUN,2022,10.98393637004547,-4.02014223054976,-4.016110945506679,-13.53158076528174,3.763990025881607,31.73984963117527,1.301921759920287,1.815432242475016,-0.9006682083984751,942192000,-0.026073811295875,-0.126659145435935,0.0,0.0,-5.974912981303956,2.18682985687221,0.756777372266038,5.629953080482566,5076554940.0,0.453242948901086,0.998997228254153,263.9715808608188,-0.167366454227716,-0.563346409878507,0.8663078061636351,0.009006117801933
RUN,2023,10.431093693743595,-7.406213938202195,-3.788462071066552,-15.827415736560777,3.38725177943335,24.142262349867522,2.119782923421311,1.264823852827554,-3.030132207433816,394100000,-0.12069044479226701,-0.306773815596566,0.0,0.0,-2.650477040468134,1.8818736152062132,0.813096954855505,6.487620639406889,4252682460.0,0.542142763431054,0.30592196854006604,-41.54686789052183,-0.37729057250138504,-0.806287098143697,1.154141072734779,0.009653896140963
CWEN,2019,9.46788990825688,-0.880733944954128,4.376146788990826,2.28440366972477,1.422018348623853,16.96330275229358,3.789616008653326,0.295576081672338,0.8712871287128711,-1449000000,0.036689597665207005,-0.051919956733369,0.07127911521924,-1.614583333333333,-22.651562499999997,2.107122093023255,1.176068144943212,8.746656976744186,2174550000.0,0.722371134020618,-4.96875,10.928026634382567,-0.044147064909981,0.114506449610264,0.220930232558139,0.00484496124031
CWEN,2020,10.42608695652174,-0.539130434782608,4.739130434782608,3.660869565217391,2.330434782608695,15.860869565217392,4.009868421052632,1.116719242902208,0.8024096385542161,74000000,0.041839935799226007,-0.033991228070175,0.057462656081918,-3.403225806451613,-59.225,3.062510425354462,2.01313048245614,8.93907422852377,3671950000.0,0.6905211480362531,-8.790322580645162,11.922080088987764,-0.016884761502743,0.11465297730088901,0.103419516263552,0.00417014178482
CWEN,2021,10.991452991452991,-0.6410256410256411,5.9914529914529915,4.700854700854701,1.529914529914529,15.666666666666666,4.512820512820513,0.938687921520539,0.8557692307692301,-100000000,0.031455432247119004,-0.040916530278232006,0.06357475133495101,-3.5733333333333333,-56.206799999999994,3.278001555209953,2.299787234042553,9.57115863141524,4215510000.0,0.6455943182705061,-9.346666666666666,12.689185567010309,-0.01779144160493,0.130470571769489,0.11741835147744902,0.0046656298600310005
CWEN,2022,10.17094017094017,9.05982905982906,6.7264957264957275,5.769230769230769,5.837606837606837,19.094017094017094,3.294986571172784,2.0680713128038892,1.064655172413793,659000000,0.021284811788511,0.474485228290062,0.094668779952746,0.333018867924528,3.51772641509434,3.133436974789916,1.669109221128021,8.767050420168067,3728790000.0,0.5978719948018191,0.742452830188679,11.206004296455424,0.284274523370852,0.18102387101445702,0.094117647058823,0.0016806722689070002
CWEN,2023,11.23076923076923,0.675213675213675,6.0,3.4871794871794872,4.914529914529915,17.94871794871795,4.125714285714285,1.721854304635761,0.7804154302670621,654000000,0.021379134150873003,0.037619047619047004,0.09690556537074901,3.9367088607594933,40.62417721518987,2.442397260273972,1.528242857142857,8.628850837138508,3209310000.0,0.589347663424256,-50.142857142857146,10.757409867172676,0.024615883164917002,0.127130130775774,0.22374429223744202,0.0
BE,2019,6.820627530012683,-2.809864660609114,1.422627217290085,0.97914314008235,1.761870428603693,-2.255025278409979,-4.214157492083792,0.8235830121749791,-2.470435926822021,-101257000,-0.279562780076897,1.246045748360902,0.0,0.0,-2.658491031514904,1.095207144376363,-3.312601446874735,2.230170343756885,859931460.0,0.827141572867197,-0.5062974161117391,-11.843374567983064,-0.376153234351956,0.131076725579966,0.065021008002017,0.13266817545598
BE,2020,5.725458110465535,-1.290977638730698,-0.7114444716771671,-0.984746471359986,1.780157437176511,0.5682155678263,11.587498731350857,1.417590752949857,-1.025333485638858,182227000,-0.08153687752939101,-2.271985689637674,0.0,0.0,-22.200229609072686,5.005712983492541,50.438603978483705,5.844779420004104,3975772520.0,0.628012351595551,0.5510896938359561,-131.324748083397,-0.045044579160177005,-0.034359611701325,0.047734520873229005,0.10522797064389201
BE,2021,5.605322939609543,-1.114917146184803,-0.34987142379409303,-0.637063388646086,2.283438462159388,-0.255572596547469,-25.326873618192483,2.354655321932147,-1.658848243390076,463941000,-0.10676375941635001,4.362428371610341,0.0,0.0,-19.669623052298974,3.9123526398512203,-85.80732166222985,4.659752287651618,3803495340.0,0.6505898627179061,0.313809348964932,-65.72505389916576,-0.050839815147505005,-0.029049858123396003,0.051235578742943,0.106355227859975
BE,2022,6.45013366898503,-1.6948581817790611,-1.031284459434018,-1.659679302016599,1.87458245251658,1.8330509340691852,2.991971289142166,1.9484653452558,-4.878993513169948,514017000,-0.19252369320602503,-0.9246105224237551,0.0,0.0,-11.281179868353403,2.964279653914312,10.430697611634589,3.523935236109663,3554541840.0,0.5237752276116581,0.6084783202046421,-22.18194762177229,-0.088643210344093,-0.086803310774926,0.097423537996455,0.125596580840195
BE,2023,6.269812536145683,-1.420512410605554,-1.751595111928193,-2.145325628523469,3.124834846554229,2.360709231196016,2.897328701914841,3.599251310525443,-1.9289836471250892,1222745000,-0.10742223615002901,-0.6017312051115561,0.0,0.0,-10.418775569648744,2.360517146992433,6.269302379311582,2.953025414894973,3147678800.0,0.602684203395897,1.209763685429162,-30.476686841168366,-0.095980568284159,-0.14495443435969302,0.062797813224144,0.11688676910616601
PLUG,2019,0.9708467258954331,-0.510080463741559,-0.21725235521169,-0.27889616136905504,0.5882115318234931,0.5678997311353461,3.9883723520370653,2.077975475989946,-1.409554391301898,162549000,-0.10542764978927001,-0.898187542230043,0.0,0.0,-6.195101017632909,3.254890721380826,5.564362556894541,4.982026436876464,749402784.8000001,0.6965263802153571,0.602843269174515,-30.7069143300763,-0.161417868272645,-0.08825827891425701,0.063494890092469,0.14626105916026302
PLUG,2020,-0.28317869720978,-1.583138848860684,-0.44056470954688903,-0.582116007485282,3.699099771401179,4.244859071690122,0.47483522948353,6.791953560305926,-9.097678724952054,1366930000,-0.23486229373332201,-0.372954395451895,0.0,0.0,-21.419473108378046,-119.747708193174,7.988486644033268,-113.80273014024226,12030932494.46,0.295975766274842,0.27828557796048303,-20.724428527983555,-0.046686489202615006,-0.017166499778392002,-0.49986563019438807,-0.507798425384944
PLUG,2021,0.899960659259817,-0.824041001223154,-0.641682975126595,-0.987924772094613,6.932376488258957,8.251241601359837,0.175901535837363,10.577798755448184,-10.117385772122613,4027972000,-0.078002251372143,-0.099868727766661,0.0,0.0,-34.258004101855576,31.36803782425121,3.421303285477374,28.041379890015172,15757482856.710001,0.13615775664041901,0.7787027273814311,-35.67748459877161,-0.02919025863348,-0.03499556401327,0.38472992503115405,0.12892013807326402
PLUG,2022,1.209970301563224,-1.248899660832269,-1.429358492803695,-2.229530358817948,3.723213373384435,7.003789857993881,0.22134990914272,5.202940458856401,-17.40784384045905,2670023000,-0.13719426330922402,-0.178317694584571,0.0,0.0,-9.904718840068066,10.22339142044936,1.766186629069305,10.52006397975593,7171095677.959999,0.155913422605024,1.144494259731936,-12.500561024751443,-0.100961977431873,-0.180236892386252,0.661315294251824,0.14196367472627702
PLUG,2023,1.496871994482716,-2.298749952682209,-1.858318534941481,-3.027357862281526,0.5904343350239031,4.866966756804612,0.12295949967651401,1.852161069651741,-19.55028932042471,822165000,-0.31907386413085503,-0.47231675652361405,0.0,0.0,-1.957585684667158,3.006269084187852,0.9246005211990511,3.6987826031592883,2679607885.5,0.07268428376144101,0.8084039470117971,-3.38863021444679,-0.510833322818268,-0.6727461916181161,0.780988175107142,0.127611237013934
SEDG,2019,29.75149407526519,3.05826894577672,5.404961186744163,3.8906955742633533,6.6937209668544835,16.93839709051983,0.07130360860941,2.135866951826596,39.5309053069719,496049000,0.17729175253385301,0.18055244126307401,0.0,0.0,31.09275269309241,3.196142007505296,5.613872404326882,3.079686471122146,4556611814.42,0.038722113387714,1.7867367564174201,19.43476639083899,0.03216183558499,0.04091592779749,0.050897128347572006,0.085119172874317
SEDG,2020,29.059111665235886,2.794294320307352,4.433827923547509,1.909002330470377,20.529347139722482,21.621161459599705,0.6102700696380491,3.942547449088395,17.661174430128842,1283242000,0.069909576627027,0.129238862839475,0.0,0.0,114.2041472441955,10.981753457445533,14.759614121391802,10.868997841799091,16025354349.6,0.271881561308911,1.586743347443736,90.88249684620673,0.008756249436911001,0.005982083011,0.086885849167152,0.11178389757625501
SEDG,2021,37.62036230592813,3.240669135248025,4.101916659345772,1.242821612322642,13.367582987239881,25.095483556606887,0.54477996456594,3.258478505505721,23.88044731381139,1186110000,0.09248533032093201,0.129133560145919,0.0,0.0,86.57779868617367,7.457929238384512,11.180099373942303,7.551415297762321,14646366203.74,0.24601674001612503,1.265762250990128,59.675746969888415,0.011550305218833,0.004429631152021001,0.07599860479208001,0.11183711711344702
SEDG,2022,56.46042669725059,1.702356076493929,0.567893744836648,-2.506127948181602,18.592674925850147,39.507244529956466,0.336466844271597,3.2590790105168272,16.688768334337954,2009941000,0.030233190731724,0.043089719284348,0.0,0.0,166.39879512364175,5.017142387515718,7.1700773711315104,5.000797551570132,15604712607.9,0.171655826171386,0.333592808624532,66.57881141659817,0.006009658899614001,-0.008847135059065,0.054445597967256,0.093179422167593
SEDG,2023,52.62871830818218,0.6069794306660591,-3.1846219288518762,-6.387101914302334,15.20654186230816,42.6455519134943,0.304862248119642,3.699273760091174,9.574898785425102,2411075000,0.005462677332502001,0.014233124052358001,0.0,0.0,154.20621403478108,1.7784966651078031,2.194836174001589,1.9118170975042061,5293745121.599999,0.16027530820791303,-5.246671910046899,38.63518990834408,0.006484822977201,-0.068238268315195,0.060850427074766004,0.108005703289201
ORA,2019,14.666561818074587,1.7318693848664162,4.649242141270371,-0.8550337153753901,1.399197908270588,27.373739359506164,0.9113715689231691,1.104091628682837,0.8496964570063691,39188000,0.017137994245726002,0.063267548584478,0.0059056476003990005,0.25411203814064304,43.028649072024514,5.080945413407252,2.7223171456888,6.686533019500191,3790608840.0,0.390405889074091,2.528174208652705,22.98156682622096,0.023240329909640003,-0.011473882385606001,0.37529421857155804,0.006228855134549001
ORA,2020,13.678166269125603,1.657183857893614,5.139042410844144,-1.080788100917253,8.692613493125448,35.02210716155681,0.8216674003383191,3.133574907398842,0.8404166613215651,530507000,0.012005110204332,0.04731822246585601,0.0048267964319880004,0.262954034824939,54.47796246021344,6.600299939603767,2.577800347178963,8.068618854399709,4655468760.0,0.38156954497405104,2.603039113608235,25.621320247608327,0.018356046277067002,-0.011971511972942,0.454726926795795,0.007648771801480001
ORA,2021,11.839940004285408,1.108706520962788,4.621491322048425,-2.86497393043354,5.046443111206343,33.122616241697024,1.04289705816553,1.106175434985555,0.214244235282731,57776000,0.0035516472779730003,0.033472794324956,0.006076398974564001,0.43461315467371,71.52478902274045,6.697669073601535,2.394134552094097,9.254351183258834,4441117200.0,0.43712466202918504,3.402105761268188,30.577943103731794,0.013981166720842,-0.036128296726778,0.6323060125112351,0.006226963702939001
ORA,2022,13.095249986622193,1.1744109305602621,5.011754633180529,-5.039009685532347,1.710076164315145,33.31200613595419,1.099135186828238,1.328013142973452,0.27443784689376904,112807000,0.0051953105024330004,0.035254884553251,0.005598424581913001,0.412250725231998,73.63691681475069,6.603921275908897,2.5960610011614023,9.269339802413374,4848328240.0,0.445121508272979,3.611723118452342,30.533980221831364,0.01358014489547,-0.058267919582936006,0.7675122146564981,0.0069167578140430005
ORA,2023,13.957727517501347,2.093413435648896,5.206667339795369,-5.199616316639742,4.842656165858912,38.96450928917609,0.9039904950577151,1.2029582206729081,1.477088391796249,108991000,0.037239530993312,0.05372615936498901,0.006308527736881,0.22839411892378503,36.20402864974799,5.42996701325257,1.945103412891013,7.633161037057042,4503744960.0,0.40188400045389205,2.487166295548999,15.728999957765339,0.027621235461787002,-0.068605572194745,0.745557157738382,0.008698807847373001
